id,label
257,6
258,4
259,6
260,6
261,4
262,4
263,3
264,2
265,4
266,0
267,4
268,3
269,4
270,0
271,4
272,5
273,3
274,3
275,0
276,3
277,5
278,6
279,6
280,3
281,3
282,0
283,5
284,3
285,3
286,3
287,0
288,4
289,3
290,6
291,4
292,6
293,0
294,6
295,4
296,4
297,6
298,0
299,3
300,3
301,4
302,6
303,3
304,0
305,6
306,2
307,3
308,3
309,4
310,3
311,4
312,6
313,2
314,3
315,4
316,6
317,3
318,3
319,3
320,5
321,5
322,0
323,4
324,4
325,0
326,4
327,6
328,3
329,6
330,3
331,6
332,0
333,3
334,4
335,3
336,3
337,0
338,0
339,6
340,3
341,5
342,3
343,4
344,6
345,4
346,0
347,4
348,3
349,0
350,6
351,2
352,6
353,3
354,3
355,4
356,3
357,4
358,3
359,0
360,3
361,6
362,3
363,4
364,5
365,3
366,3
367,0
368,3
369,3
370,3
371,6
372,4
373,6
374,4
375,0
376,3
377,4
378,4
379,4
380,0
381,3
382,3
383,3
384,3
385,6
386,3
387,4
388,0
389,5
390,4
391,3
392,3
393,3
394,4
395,5
396,0
397,0
398,0
399,0
400,0
401,5
402,3
403,3
404,3
405,0
406,4
407,5
408,2
409,6
410,0
411,5
412,3
413,3
414,4
415,0
416,6
417,4
418,5
419,4
420,3
421,3
422,4
423,3
424,6
425,5
426,4
427,3
428,3
429,4
430,4
431,4
432,2
433,6
434,3
435,0
436,3
437,5
438,4
439,0
440,6
441,0
442,3
443,4
444,4
445,4
446,6
447,6
448,5
449,0
450,0
451,3
452,3
453,6
454,4
455,5
456,4
457,0
458,0
459,6
460,5
461,5
462,3
463,3
464,6
465,0
466,6
467,4
468,3
469,4
470,4
471,5
472,2
473,3
474,4
475,3
476,4
477,3
478,6
479,4
480,6
481,3
482,6
483,0
484,6
485,4
486,6
487,5
488,3
489,3
490,4
491,4
492,3
493,3
494,4
495,4
496,6
497,0
498,3
499,0
500,3
501,4
502,3
503,4
504,3
505,3
506,0
507,6
508,0
509,4
510,3
511,3
512,0
513,0
514,3
515,3
516,5
517,6
518,3
519,4
520,3
521,6
522,0
523,6
524,3
525,3
526,0
527,6
528,3
529,4
530,4
531,0
532,5
533,5
534,3
535,3
536,0
537,3
538,5
539,4
540,6
541,6
542,5
543,6
544,3
545,3
546,0
547,6
548,3
549,3
550,6
551,4
552,4
553,3
554,3
555,4
556,0
557,3
558,6
559,2
560,2
561,3
562,2
563,4
564,6
565,5
566,3
567,4
568,4
569,6
570,3
571,3
572,3
573,4
574,2
575,5
576,0
577,3
578,3
579,3
580,2
581,6
582,3
583,3
584,5
585,4
586,3
587,5
588,6
589,6
590,3
591,0
592,4
593,6
594,0
595,3
596,6
597,4
598,6
599,4
600,3
601,6
602,4
603,0
604,3
605,4
606,5
607,3
608,5
609,4
610,3
611,5
612,4
613,4
614,0
615,4
616,0
617,6
618,4
619,0
620,3
621,3
622,6
623,3
624,3
625,3
626,4
627,4
628,4
629,3
630,6
631,6
632,1
633,4
634,2
635,4
636,3
637,4
638,0
639,6
640,5
641,3
642,3
643,6
644,3
645,2
646,3
647,6
648,5
649,3
650,4
651,4
652,4
653,3
654,4
655,6
656,3
657,3
658,6
659,5
660,3
661,3
662,4
663,3
664,6
665,3
666,6
667,0
668,4
669,4
670,4
671,0
672,6
673,4
674,0
675,6
676,6
677,2
678,6
679,6
680,0
681,6
682,6
683,0
684,6
685,6
686,4
687,3
688,0
689,3
690,4
691,6
692,4
693,2
694,3
695,0
696,0
697,3
698,0
699,6
700,3
701,3
702,4
703,4
704,2
705,4
706,3
707,0
708,3
709,3
710,4
711,4
712,2
713,3
714,4
715,6
716,3
717,4
718,0
719,5
720,6
721,3
722,3
723,4
724,3
725,6
726,6
727,0
728,0
729,4
730,3
731,4
732,4
733,3
734,4
735,6
736,4
737,4
738,4
739,0
740,4
741,0
742,6
743,6
744,4
745,6
746,0
747,3
748,3
749,4
750,3
751,4
752,4
753,4
754,6
755,0
756,0
757,4
758,0
759,0
760,3
761,0
762,6
763,3
764,4
765,0
766,4
767,4
768,0
769,4
770,3
771,0
772,0
773,3
774,6
775,2
776,3
777,6
778,0
779,0
780,3
781,6
782,6
783,3
784,0
785,2
786,0
787,6
788,4
789,4
790,4
791,4
792,4
793,4
794,3
795,3
796,6
797,3
798,6
799,6
800,3
801,6
802,0
803,3
804,6
805,4
806,6
807,5
808,4
809,0
810,4
811,3
812,3
813,0
814,0
815,4
816,6
817,5
818,4
819,0
820,3
821,5
822,4
823,0
824,5
825,6
826,5
827,4
828,2
829,4
830,0
831,5
832,6
833,3
834,6
835,3
836,4
837,4
838,3
839,4
840,0
841,0
842,5
843,3
844,4
845,6
846,3
847,4
848,4
849,3
850,6
851,3
852,4
853,4
854,0
855,0
856,4
857,3
858,6
859,4
860,4
861,5
862,0
863,6
864,6
865,3
866,0
867,4
868,6
869,4
870,3
871,3
872,0
873,0
874,4
875,0
876,4
877,3
878,3
879,4
880,3
881,4
882,6
883,6
884,5
885,5
886,0
887,0
888,4
889,3
890,3
891,5
892,3
893,0
894,4
895,3
896,0
897,3
898,0
899,6
900,4
901,0
902,3
903,3
904,5
905,3
906,4
907,5
908,4
909,5
910,3
911,4
912,3
913,0
914,4
915,6
916,4
917,4
918,3
919,6
920,3
921,4
922,3
923,4
924,6
925,3
926,3
927,4
928,0
929,3
930,4
931,0
932,4
933,4
934,6
935,6
936,6
937,6
938,3
939,3
940,3
941,3
942,3
943,4
944,6
945,4
946,3
947,4
948,3
949,3
950,6
951,0
952,4
953,2
954,0
955,4
956,4
957,6
958,3
959,5
960,0
961,4
962,0
963,3
964,4
965,0
966,3
967,0
968,3
969,3
970,3
971,3
972,6
973,0
974,6
975,3
976,3
977,6
978,3
979,0
980,4
981,5
982,4
983,4
984,3
985,0
986,3
987,0
988,3
989,3
990,6
991,2
992,4
993,4
994,0
995,4
996,0
997,0
998,0
999,3
1000,4
1001,3
1002,0
1003,3
1004,5
1005,6
1006,0
1007,6
1008,6
1009,3
1010,3
1011,2
1012,2
1013,3
1014,0
1015,4
1016,6
1017,0
1018,3
1019,4
1020,4
1021,0
1022,2
1023,0
1024,0
1025,6
1026,3
1027,3
1028,6
1029,6
1030,4
1031,4
1032,4
1033,4
1034,0
1035,4
1036,3
1037,4
1038,5
1039,3
1040,0
1041,6
1042,3
1043,6
1044,0
1045,4
1046,3
1047,4
1048,4
1049,6
1050,3
1051,6
1052,4
1053,0
1054,5
1055,3
1056,4
1057,4
1058,3
1059,4
1060,3
1061,4
1062,5
1063,6
1064,3
1065,0
1066,3
1067,6
1068,4
1069,3
1070,0
1071,6
1072,0
1073,3
1074,0
1075,6
1076,6
1077,2
1078,0
1079,0
1080,3
1081,0
1082,5
1083,4
1084,6
1085,3
1086,4
1087,5
1088,0
1089,4
1090,0
1091,3
1092,3
1093,3
1094,0
1095,4
1096,4
1097,3
1098,0
1099,3
1100,6
1101,4
1102,0
1103,2
1104,6
1105,4
1106,0
1107,6
1108,4
1109,0
1110,3
1111,3
1112,3
1113,6
1114,2
1115,0
1116,4
1117,3
1118,6
1119,3
1120,2
1121,6
1122,3
1123,3
1124,5
1125,3
1126,3
1127,0
1128,3
1129,0
1130,6
1131,4
1132,3
1133,3
1134,6
1135,0
1136,5
1137,6
1138,3
1139,4
1140,5
1141,0
1142,3
1143,4
1144,6
1145,4
1146,6
1147,3
1148,6
1149,4
1150,6
1151,3
1152,3
1153,3
1154,2
1155,6
1156,3
1157,4
1158,3
1159,3
1160,0
1161,0
1162,0
1163,6
1164,0
1165,5
1166,3
1167,3
1168,6
1169,0
1170,2
1171,4
1172,3
1173,4
1174,4
1175,6
1176,2
1177,2
1178,0
1179,0
1180,3
1181,3
1182,4
1183,6
1184,6
1185,5
1186,3
1187,3
1188,6
1189,3
1190,0
1191,3
1192,3
1193,0
1194,4
1195,5
1196,5
1197,6
1198,3
1199,3
1200,0
1201,0
1202,6
1203,4
1204,4
1205,4
1206,3
1207,3
1208,6
1209,5
1210,6
1211,5
1212,6
1213,3
1214,3
1215,0
1216,0
1217,3
1218,6
1219,6
1220,6
1221,3
1222,6
1223,3
1224,3
1225,3
1226,4
1227,4
1228,4
1229,0
1230,6
1231,2
1232,6
1233,4
1234,6
1235,6
1236,0
1237,3
1238,3
1239,4
1240,3
1241,0
1242,0
1243,5
1244,6
1245,2
1246,2
1247,4
1248,6
1249,3
1250,4
1251,6
1252,4
1253,4
1254,3
1255,6
1256,0
1257,0
1258,3
1259,4
1260,6
1261,4
1262,0
1263,0
1264,4
1265,0
1266,3
1267,0
1268,4
1269,6
1270,3
1271,4
1272,3
1273,3
1274,4
1275,5
1276,0
1277,4
1278,3
1279,3
1280,6
1281,4
1282,3
1283,2
1284,3
1285,4
1286,3
1287,0
1288,6
1289,0
1290,4
1291,4
1292,4
1293,0
1294,3
1295,0
1296,5
1297,3
1298,4
1299,5
1300,0
1301,6
1302,6
1303,1
1304,3
1305,5
1306,0
1307,3
1308,4
1309,4
1310,3
1311,6
1312,4
1313,6
1314,5
1315,0
1316,4
1317,0
1318,3
1319,3
1320,6
1321,3
1322,3
1323,4
1324,3
1325,3
1326,4
1327,6
1328,5
1329,4
1330,5
1331,4
1332,4
1333,6
1334,3
1335,3
1336,4
1337,6
1338,0
1339,6
1340,3
1341,6
1342,3
1343,6
1344,6
1345,3
1346,3
1347,4
1348,6
1349,3
1350,6
1351,4
1352,2
1353,6
1354,4
1355,3
1356,6
1357,6
1358,5
1359,6
1360,3
1361,6
1362,6
1363,4
1364,5
1365,4
1366,3
1367,6
1368,6
1369,3
1370,3
1371,4
1372,5
1373,3
1374,3
1375,5
1376,0
1377,4
1378,5
1379,0
1380,3
1381,4
1382,3
1383,3
1384,6
1385,6
1386,3
1387,0
1388,3
1389,6
1390,3
1391,0
1392,3
1393,3
1394,4
1395,4
1396,3
1397,3
1398,3
1399,5
1400,0
1401,4
1402,4
1403,5
1404,0
1405,3
1406,3
1407,4
1408,6
1409,3
1410,6
1411,0
1412,4
1413,0
1414,6
1415,6
1416,3
1417,0
1418,3
1419,3
1420,3
1421,6
1422,0
1423,6
1424,5
1425,3
1426,3
1427,4
1428,0
1429,6
1430,3
1431,4
1432,3
1433,5
1434,4
1435,6
1436,3
1437,4
1438,3
1439,6
1440,3
1441,4
1442,3
1443,5
1444,3
1445,2
1446,4
1447,4
1448,6
1449,3
1450,6
1451,4
1452,6
1453,4
1454,3
1455,3
1456,3
1457,3
1458,3
1459,3
1460,0
1461,6
1462,4
1463,4
1464,3
1465,3
1466,0
1467,3
1468,0
1469,4
1470,4
1471,3
1472,3
1473,3
1474,4
1475,0
1476,3
1477,3
1478,3
1479,6
1480,4
1481,5
1482,2
1483,0
1484,3
1485,4
1486,6
1487,3
1488,0
1489,4
1490,4
1491,6
1492,0
1493,3
1494,6
1495,3
1496,3
1497,0
1498,2
1499,6
1500,3
1501,6
1502,6
1503,3
1504,0
1505,6
1506,4
1507,3
1508,3
1509,0
1510,4
1511,6
1512,3
1513,3
1514,6
1515,4
1516,5
1517,5
1518,0
1519,3
1520,4
1521,0
1522,6
1523,6
1524,4
1525,6
1526,4
1527,3
1528,3
1529,4
1530,5
1531,4
1532,3
1533,6
1534,6
1535,3
1536,3
1537,3
1538,3
1539,3
1540,3
1541,2
1542,4
1543,0
1544,3
1545,3
1546,4
1547,3
1548,3
1549,4
1550,3
1551,4
1552,3
1553,0
1554,4
1555,3
1556,3
1557,0
1558,3
1559,3
1560,4
1561,4
1562,6
1563,0
1564,2
1565,4
1566,6
1567,4
1568,4
1569,4
1570,5
1571,6
1572,6
1573,3
1574,6
1575,4
1576,4
1577,4
1578,6
1579,6
1580,4
1581,6
1582,6
1583,4
1584,0
1585,6
1586,4
1587,4
1588,6
1589,3
1590,0
1591,5
1592,6
1593,0
1594,4
1595,3
1596,6
1597,3
1598,3
1599,3
1600,6
1601,0
1602,6
1603,3
1604,4
1605,6
1606,0
1607,5
1608,0
1609,2
1610,4
1611,4
1612,5
1613,6
1614,3
1615,3
1616,0
1617,6
1618,6
1619,3
1620,3
1621,6
1622,4
1623,0
1624,4
1625,4
1626,6
1627,2
1628,3
1629,3
1630,0
1631,0
1632,3
1633,3
1634,3
1635,2
1636,6
1637,3
1638,3
1639,3
1640,0
1641,4
1642,3
1643,0
1644,6
1645,6
1646,6
1647,6
1648,5
1649,4
1650,3
1651,5
1652,3
1653,3
1654,6
1655,4
1656,3
1657,6
1658,3
1659,0
1660,4
1661,6
1662,4
1663,4
1664,6
1665,3
1666,3
1667,4
1668,0
1669,4
1670,6
1671,4
1672,3
1673,3
1674,6
1675,4
1676,6
1677,5
1678,5
1679,5
1680,4
1681,5
1682,6
1683,3
1684,5
1685,0
1686,6
1687,6
1688,3
1689,4
1690,0
1691,3
1692,6
1693,4
1694,3
1695,6
1696,3
1697,3
1698,3
1699,6
1700,0
1701,4
1702,0
1703,3
1704,6
1705,3
1706,0
1707,3
1708,3
1709,3
1710,4
1711,4
1712,6
1713,0
1714,0
1715,3
1716,3
1717,2
1718,5
1719,0
1720,6
1721,0
1722,5
1723,0
1724,4
1725,6
1726,4
1727,3
1728,6
1729,6
1730,3
1731,4
1732,2
1733,4
1734,0
1735,4
1736,4
1737,6
1738,0
1739,4
1740,2
1741,6
1742,4
1743,3
1744,4
1745,4
1746,3
1747,4
1748,0
1749,0
1750,4
1751,3
1752,3
1753,4
1754,3
1755,3
1756,4
1757,3
1758,4
1759,4
1760,6
1761,3
1762,3
1763,2
1764,0
1765,4
1766,3
1767,5
1768,0
1769,4
1770,4
1771,6
1772,3
1773,3
1774,3
1775,0
1776,6
1777,4
1778,0
1779,3
1780,5
1781,6
1782,3
1783,0
1784,0
1785,3
1786,4
1787,3
1788,5
1789,3
1790,4
1791,3
1792,2
1793,0
1794,6
1795,0
1796,3
1797,0
1798,5
1799,3
1800,0
1801,3
1802,3
1803,3
1804,0
1805,0
1806,3
1807,3
1808,3
1809,5
1810,4
1811,4
1812,3
1813,6
1814,6
1815,3
1816,3
1817,3
1818,6
1819,6
1820,4
1821,6
1822,4
1823,0
1824,4
1825,3
1826,3
1827,6
1828,5
1829,6
1830,6
1831,4
1832,3
1833,4
1834,4
1835,4
1836,0
1837,4
1838,3
1839,0
1840,6
1841,0
1842,6
1843,0
1844,6
1845,4
1846,4
1847,0
1848,3
1849,6
1850,0
1851,3
1852,6
1853,6
1854,4
1855,0
1856,3
1857,3
1858,5
1859,5
1860,4
1861,4
1862,3
1863,0
1864,0
1865,4
1866,4
1867,6
1868,3
1869,4
1870,2
1871,4
1872,6
1873,6
1874,6
1875,3
1876,4
1877,5
1878,3
1879,6
1880,4
1881,5
1882,2
1883,3
1884,4
1885,0
1886,3
1887,5
1888,4
1889,5
1890,2
1891,3
1892,0
1893,3
1894,4
1895,4
1896,0
1897,3
1898,6
1899,3
1900,4
1901,6
1902,4
1903,3
1904,4
1905,6
1906,6
1907,3
1908,3
1909,6
1910,3
1911,6
1912,0
1913,3
1914,5
1915,6
1916,5
1917,4
1918,4
1919,5
1920,4
1921,2
1922,4
1923,3
1924,6
1925,4
1926,3
1927,3
1928,0
1929,4
1930,3
1931,5
1932,2
1933,4
1934,6
1935,6
1936,0
1937,0
1938,4
1939,6
1940,3
1941,4
1942,3
1943,3
1944,4
1945,0
1946,4
1947,0
1948,3
1949,4
1950,4
1951,3
1952,6
1953,4
1954,3
1955,6
1956,4
1957,4
1958,6
1959,3
1960,5
1961,4
1962,0
1963,3
1964,0
1965,4
1966,3
1967,6
1968,0
1969,3
1970,0
1971,4
1972,5
1973,4
1974,6
1975,4
1976,0
1977,6
1978,4
1979,3
1980,3
1981,3
1982,4
1983,3
1984,3
1985,6
1986,3
1987,0
1988,3
1989,6
1990,6
1991,3
1992,6
1993,6
1994,6
1995,3
1996,3
1997,3
1998,6
1999,3
2000,0
2001,0
2002,6
2003,6
2004,6
2005,5
2006,4
2007,6
2008,5
2009,6
2010,3
2011,6
2012,2
2013,6
2014,2
2015,6
2016,5
2017,5
2018,0
2019,6
2020,2
2021,4
2022,2
2023,4
2024,0
2025,3
2026,0
2027,0
2028,3
2029,5
2030,4
2031,6
2032,3
2033,6
2034,4
2035,0
2036,2
2037,5
2038,6
2039,0
2040,3
2041,3
2042,5
2043,4
2044,4
2045,3
2046,3
2047,6
2048,3
2049,5
2050,3
2051,3
2052,0
2053,3
2054,6
2055,0
2056,6
2057,0
2058,4
2059,3
2060,5
2061,0
2062,3
2063,0
2064,6
2065,3
2066,0
2067,3
2068,4
2069,5
2070,3
2071,3
2072,4
2073,6
2074,4
2075,6
2076,6
2077,4
2078,4
2079,4
2080,4
2081,4
2082,5
2083,4
2084,4
2085,6
2086,3
2087,3
2088,4
2089,6
2090,5
2091,6
2092,6
2093,3
2094,4
2095,3
2096,2
2097,4
2098,3
2099,3
2100,4
2101,4
2102,5
2103,6
2104,3
2105,3
2106,3
2107,3
2108,3
2109,6
2110,5
2111,3
2112,3
2113,3
2114,3
2115,4
2116,3
2117,3
2118,3
2119,3
2120,3
2121,3
2122,4
2123,3
2124,6
2125,4
2126,3
2127,0
2128,0
2129,0
2130,6
2131,6
2132,3
2133,4
2134,4
2135,6
2136,4
2137,4
2138,4
2139,6
2140,6
2141,4
2142,3
2143,4
2144,4
2145,3
2146,6
2147,6
2148,2
2149,0
2150,3
2151,6
2152,3
2153,0
2154,2
2155,3
2156,3
2157,5
2158,4
2159,4
2160,6
2161,6
2162,4
2163,4
2164,5
2165,3
2166,4
2167,5
2168,0
2169,0
2170,3
2171,4
2172,3
2173,6
2174,6
2175,6
2176,3
2177,4
2178,0
2179,0
2180,6
2181,3
2182,5
2183,6
2184,6
2185,3
2186,6
2187,0
2188,3
2189,4
2190,4
2191,0
2192,0
2193,3
2194,4
2195,3
2196,4
2197,3
2198,6
2199,3
2200,3
2201,6
2202,4
2203,0
2204,3
2205,3
2206,0
2207,4
2208,3
2209,6
2210,6
2211,3
2212,3
2213,2
2214,3
2215,3
2216,3
2217,4
2218,6
2219,0
2220,4
2221,3
2222,0
2223,4
2224,5
2225,5
2226,5
2227,0
2228,2
2229,3
2230,0
2231,6
2232,0
2233,6
2234,5
2235,3
2236,6
2237,0
2238,4
2239,3
2240,6
2241,4
2242,3
2243,3
2244,6
2245,4
2246,3
2247,0
2248,6
2249,6
2250,6
2251,3
2252,4
2253,3
2254,4
2255,0
2256,3
2257,0
2258,3
2259,4
2260,4
2261,3
2262,6
2263,0
2264,6
2265,4
2266,4
2267,3
2268,0
2269,3
2270,3
2271,6
2272,3
2273,0
2274,6
2275,4
2276,3
2277,3
2278,6
2279,4
2280,5
2281,3
2282,3
2283,4
2284,5
2285,0
2286,3
2287,6
2288,3
2289,6
2290,3
2291,3
2292,3
2293,6
2294,3
2295,3
2296,4
2297,4
2298,4
2299,2
2300,6
2301,4
2302,3
2303,3
2304,0
2305,0
2306,6
2307,2
2308,3
2309,3
2310,0
2311,3
2312,4
2313,3
2314,6
2315,2
2316,3
2317,6
2318,3
2319,0
2320,4
2321,5
2322,3
2323,6
2324,0
2325,3
2326,3
2327,4
2328,0
2329,3
2330,3
2331,4
2332,6
2333,4
2334,3
2335,0
2336,0
2337,3
2338,5
2339,0
2340,6
2341,0
2342,3
2343,3
2344,6
2345,5
2346,4
2347,3
2348,3
2349,6
2350,6
2351,0
2352,3
2353,3
2354,3
2355,2
2356,6
2357,3
2358,3
2359,6
2360,3
2361,6
2362,4
2363,3
2364,6
2365,4
2366,6
2367,3
2368,0
2369,3
2370,0
2371,3
2372,6
2373,4
2374,6
2375,4
2376,3
2377,6
2378,3
2379,0
2380,3
2381,5
2382,4
2383,6
2384,0
2385,3
2386,0
2387,4
2388,4
2389,6
2390,0
2391,0
2392,0
2393,5
2394,6
2395,4
2396,4
2397,3
2398,3
2399,3
2400,4
2401,6
2402,4
2403,6
2404,4
2405,6
2406,6
2407,6
2408,0
2409,3
2410,3
2411,0
2412,3
2413,3
2414,3
2415,3
2416,0
2417,6
2418,3
2419,3
2420,0
2421,3
2422,3
2423,4
2424,2
2425,3
2426,4
2427,3
2428,3
2429,3
2430,3
2431,3
2432,3
2433,3
2434,4
2435,0
2436,6
2437,3
2438,5
2439,3
2440,4
2441,3
2442,0
2443,6
2444,6
2445,0
2446,3
2447,3
2448,6
2449,4
2450,5
2451,3
2452,6
2453,4
2454,5
2455,0
2456,3
2457,3
2458,3
2459,3
2460,3
2461,4
2462,3
2463,6
2464,6
2465,3
2466,4
2467,3
2468,3
2469,4
2470,3
2471,0
2472,4
2473,3
2474,0
2475,2
2476,5
2477,0
2478,0
2479,6
2480,6
2481,4
2482,4
2483,5
2484,4
2485,4
2486,0
2487,4
2488,4
2489,5
2490,3
2491,3
2492,0
2493,3
2494,6
2495,2
2496,4
2497,0
2498,0
2499,3
2500,6
2501,0
2502,6
2503,5
2504,6
2505,3
2506,0
2507,0
2508,4
2509,3
2510,3
2511,4
2512,3
2513,6
2514,6
2515,4
2516,6
2517,5
2518,6
2519,5
2520,6
2521,3
2522,2
2523,3
2524,4
2525,3
2526,4
2527,3
2528,4
2529,6
2530,3
2531,3
2532,0
2533,3
2534,3
2535,4
2536,3
2537,6
2538,4
2539,3
2540,4
2541,3
2542,3
2543,0
2544,0
2545,4
2546,3
2547,3
2548,4
2549,3
2550,3
2551,0
2552,0
2553,3
2554,6
2555,3
2556,4
2557,6
2558,4
2559,3
2560,4
2561,2
2562,6
2563,4
2564,0
2565,3
2566,4
2567,3
2568,4
2569,6
2570,2
2571,0
2572,4
2573,6
2574,0
2575,3
2576,3
2577,6
2578,4
2579,4
2580,4
2581,4
2582,0
2583,3
2584,0
2585,5
2586,3
2587,0
2588,3
2589,3
2590,5
2591,4
2592,4
2593,4
2594,3
2595,3
2596,3
2597,0
2598,6
2599,6
2600,3
2601,4
2602,6
2603,4
2604,3
2605,3
2606,6
2607,3
2608,4
2609,3
2610,6
2611,3
2612,4
2613,2
2614,6
2615,5
2616,6
2617,3
2618,4
2619,4
2620,3
2621,4
2622,5
2623,4
2624,0
2625,3
2626,4
2627,3
2628,6
2629,0
2630,2
2631,5
2632,2
2633,3
2634,0
2635,4
2636,5
2637,3
2638,6
2639,5
2640,3
2641,0
2642,4
2643,5
2644,5
2645,0
2646,4
2647,4
2648,5
2649,3
2650,5
2651,6
2652,3
2653,4
2654,3
2655,6
2656,6
2657,6
2658,4
2659,4
2660,6
2661,3
2662,6
2663,2
2664,6
2665,0
2666,0
2667,3
2668,6
2669,4
2670,0
2671,2
2672,3
2673,2
2674,0
2675,3
2676,3
2677,3
2678,6
2679,4
2680,3
2681,3
2682,5
2683,0
2684,6
2685,3
2686,3
2687,3
2688,6
2689,3
2690,3
2691,0
2692,4
2693,3
2694,6
2695,3
2696,5
2697,4
2698,6
2699,0
2700,0
2701,3
2702,3
2703,4
2704,6
2705,3
2706,3
2707,3
2708,4
2709,6
2710,3
2711,6
2712,4
2713,3
2714,0
2715,6
2716,4
2717,0
2718,3
2719,3
2720,0
2721,3
2722,0
2723,3
2724,2
2725,4
2726,0
2727,6
2728,6
2729,3
2730,6
2731,3
2732,4
2733,4
2734,4
2735,0
2736,3
2737,4
2738,4
2739,5
2740,6
2741,4
2742,5
2743,4
2744,3
2745,4
2746,3
2747,3
2748,3
2749,3
2750,0
2751,6
2752,4
2753,3
2754,5
2755,6
2756,4
2757,6
2758,6
2759,0
2760,4
2761,4
2762,6
2763,4
2764,5
2765,3
2766,3
2767,6
2768,4
2769,4
2770,5
2771,3
2772,4
2773,3
2774,3
2775,3
2776,0
2777,0
2778,3
2779,0
2780,4
2781,4
2782,0
2783,6
2784,0
2785,0
2786,6
2787,5
2788,3
2789,4
2790,3
2791,4
2792,3
2793,6
2794,0
2795,6
2796,4
2797,6
2798,6
2799,4
2800,3
2801,3
2802,2
2803,5
2804,5
2805,3
2806,0
2807,0
2808,6
2809,0
2810,3
2811,5
2812,0
2813,3
2814,3
2815,3
2816,0
2817,3
2818,4
2819,2
2820,3
2821,0
2822,0
2823,3
2824,5
2825,0
2826,3
2827,4
2828,0
2829,3
2830,6
2831,3
2832,6
2833,3
2834,4
2835,4
2836,2
2837,0
2838,6
2839,6
2840,0
2841,5
2842,3
2843,3
2844,2
2845,3
2846,0
2847,3
2848,3
2849,4
2850,6
2851,4
2852,6
2853,0
2854,5
2855,2
2856,4
2857,4
2858,5
2859,4
2860,2
2861,6
2862,4
2863,3
2864,3
2865,3
2866,2
2867,6
2868,0
2869,3
2870,6
2871,4
2872,3
2873,2
2874,4
2875,0
2876,0
2877,0
2878,5
2879,6
2880,3
2881,5
2882,6
2883,3
2884,6
2885,5
2886,0
2887,3
2888,6
2889,3
2890,5
2891,4
2892,4
2893,6
2894,4
2895,4
2896,6
2897,3
2898,5
2899,2
2900,3
2901,4
2902,3
2903,0
2904,3
2905,3
2906,6
2907,0
2908,4
2909,5
2910,4
2911,3
2912,3
2913,0
2914,6
2915,0
2916,4
2917,4
2918,3
2919,3
2920,3
2921,4
2922,5
2923,3
2924,5
2925,0
2926,6
2927,3
2928,3
2929,2
2930,5
2931,3
2932,3
2933,6
2934,3
2935,3
2936,3
2937,4
2938,6
2939,3
2940,4
2941,6
2942,3
2943,0
2944,3
2945,6
2946,4
2947,4
2948,4
2949,3
2950,3
2951,4
2952,5
2953,5
2954,6
2955,6
2956,3
2957,4
2958,3
2959,3
2960,5
2961,0
2962,3
2963,4
2964,2
2965,3
2966,6
2967,3
2968,0
2969,5
2970,3
2971,4
2972,5
2973,4
2974,0
2975,4
2976,6
2977,5
2978,3
2979,6
2980,3
2981,3
2982,3
2983,2
2984,3
2985,0
2986,6
2987,4
2988,3
2989,6
2990,5
2991,3
2992,5
2993,4
2994,2
2995,6
2996,6
2997,6
